AL	51.7
AK	57.8
AZ	31.1
AR	55.3
CA	21.3
CO	34.7
CT	16.7
DE	25.5
FL	24.5
GA	40.3
HI	6.7
ID	55.3
IL	20.2
IN	39.1
IA	42.9
KS	42.1
KY	47.7
LA	44.1
ME	40.5
MD	21.3
MA	12.6
MI	38.4
MN	41.7
MS	55.3
MO	41.7
MT	57.7
NE	38.6
NV	33.8
NH	30.0
NJ	12.3
NM	34.8
NY	18.0
NC	41.3
ND	50.7
OH	32.4
OK	42.9
OR	39.8
PA	34.7
RI	12.8
SC	42.3
SD	56.6
TN	43.9
TX	35.9
UT	43.9
VT	42.0
VA	35.1
WA	33.1
WV	55.4
WI	44.4
WY	59.7
